feature_id	protein_accession	gene_id	gene_name	protein_name	best_protein_q	display_label	annotation_source	ECOLI-B36-RPMI
PROT:WP_000002542.1	WP_000002542.1	EW036_RS06795	lepB	signal peptidase I	0.0004998375	lepB — signal peptidase I	search FASTA description + reference GFF	29.33255005284424
PROT:WP_000002953.1	WP_000002953.1	EW036_RS22610	rraB	ribonuclease E inhibitor RraB	0.0004998375	rraB — ribonuclease E inhibitor RraB	search FASTA description + reference GFF	29.74143689058368
PROT:WP_000003071.1	WP_000003071.1	EW036_RS05240	lysS	lysine--tRNA ligase	0.0004998375	lysS — lysine--tRNA ligase	search FASTA description + reference GFF	33.17058959136384
PROT:WP_000003317.1	WP_000003317.1	EW036_RS07025	rlmN	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	0.0004998375	rlmN — bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	search FASTA description + reference GFF	25.64604339043228
PROT:WP_000003382.1	WP_000003382.1	EW036_RS00895	secB	protein-export chaperone SecB	0.0004998375	secB — protein-export chaperone SecB	search FASTA description + reference GFF	32.24618355941829
PROT:WP_000003638.1	WP_000003638.1	EW036_RS08900	hyaD	hydrogenase 1 maturation protease	0.0004998375	hyaD — hydrogenase 1 maturation protease	search FASTA description + reference GFF	28.09182909219137
PROT:WP_000003806.1	WP_000003806.1	EW036_RS23285	lysS	lysine--tRNA ligase	0.0004998375	lysS — lysine--tRNA ligase	search FASTA description + reference GFF	33.384047960680526
PROT:WP_000003820.1	WP_000003820.1	EW036_RS20870	aceE	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	0.0004998375	aceE — pyruvate dehydrogenase (acetyl-transferring), homodimeric type	search FASTA description + reference GFF	36.04977227830855
PROT:WP_000004202.1	WP_000004202.1	EW036_RS17905		FadR/GntR family transcriptional regulator	0.0004998375	EW036_RS17905 — FadR/GntR family transcriptional regulator	search FASTA description + reference GFF	26.02200891821913
PROT:WP_000004421.1	WP_000004421.1	EW036_RS02570	fmt	methionyl-tRNA formyltransferase	0.0004998375	fmt — methionyl-tRNA formyltransferase	search FASTA description + reference GFF	30.45805734819199
PROT:WP_000004487.1	WP_000004487.1	EW036_RS03045	mlaB	lipid asymmetry maintenance protein MlaB	0.0004998375	mlaB — lipid asymmetry maintenance protein MlaB	search FASTA description + reference GFF	27.314966155226543
PROT:WP_000004655.1	WP_000004655.1	EW036_RS21360	fkpB	FKBP-type peptidyl-prolyl cis-trans isomerase	0.0004998375	fkpB — FKBP-type peptidyl-prolyl cis-trans isomerase	search FASTA description + reference GFF	24.98485232697021
PROT:WP_000004771.1	WP_000004771.1	EW036_RS23140	epmA	elongation factor P--(R)-beta-lysine ligase	0.0004998375	epmA — elongation factor P--(R)-beta-lysine ligase	search FASTA description + reference GFF	26.217617726750092
PROT:WP_000005712.1	WP_000005712.1	EW036_RS02610	yrdA	gamma carbonic anhydrase family protein	0.0004998375	yrdA — gamma carbonic anhydrase family protein	search FASTA description + reference GFF	30.023986918738103
PROT:WP_000006608.1	WP_000006608.1	EW036_RS25305	wecC	UDP-N-acetyl-D-mannosamine dehydrogenase	0.0004998375	wecC — UDP-N-acetyl-D-mannosamine dehydrogenase	search FASTA description + reference GFF	27.54691275107152
PROT:WP_000006816.1	WP_000006816.1	EW036_RS19295	dxs	1-deoxy-D-xylulose-5-phosphate synthase	0.0004998375	dxs — 1-deoxy-D-xylulose-5-phosphate synthase	search FASTA description + reference GFF	30.52800229612038
PROT:WP_000007091.1	WP_000007091.1	EW036_RS17460	rhlE	ATP-dependent RNA helicase RhlE	0.0004998375	rhlE — ATP-dependent RNA helicase RhlE	search FASTA description + reference GFF	26.997963532271672
PROT:WP_000007273.1	WP_000007273.1	EW036_RS12555	sodB	superoxide dismutase [Fe]	0.0004998375	sodB — superoxide dismutase [Fe]	search FASTA description + reference GFF	34.97068397749448
PROT:WP_000007629.1	WP_000007629.1	EW036_RS19360	yajC	preprotein translocase subunit YajC	0.0004998375	yajC — preprotein translocase subunit YajC	search FASTA description + reference GFF	31.370366863374944
PROT:WP_000010096.1	WP_000010096.1	EW036_RS13360	rlmA	23S rRNA (guanine(745)-N(1))-methyltransferase	0.0004998375	rlmA — 23S rRNA (guanine(745)-N(1))-methyltransferase	search FASTA description + reference GFF	25.919052175442456
PROT:WP_000010727.1	WP_000010727.1	EW036_RS06255	norR	nitric oxide reductase transcriptional regulator NorR	0.0006709266	norR — nitric oxide reductase transcriptional regulator NorR	search FASTA description + reference GFF	26.029875420500492
PROT:WP_000011610.1	WP_000011610.1	EW036_RS08645	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	0.0004998375	kdsB — 3-deoxy-manno-octulosonate cytidylyltransferase	search FASTA description + reference GFF	31.709984911419937
PROT:WP_000012638.1	WP_000012638.1	EW036_RS08215	arnB	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	0.0004998375	arnB — UDP-4-amino-4-deoxy-L-arabinose aminotransferase	search FASTA description + reference GFF	29.198432299117457
PROT:WP_000013046.1	WP_000013046.1	EW036_RS22650	pyrB	aspartate carbamoyltransferase	0.0004998375	pyrB — aspartate carbamoyltransferase	search FASTA description + reference GFF	32.26347962707544
PROT:WP_000013152.1	WP_000013152.1	EW036_RS03980	dkgA	2,5-didehydrogluconate reductase DkgA	0.0004998375	dkgA — 2,5-didehydrogluconate reductase DkgA	search FASTA description + reference GFF	33.778322685748186
PROT:WP_000013499.1	WP_000013499.1	EW036_RS16235	napH	quinol dehydrogenase ferredoxin subunit NapH	0.0004998375	napH — quinol dehydrogenase ferredoxin subunit NapH	search FASTA description + reference GFF	25.275918451432897
PROT:WP_000013977.1	WP_000013977.1	EW036_RS01185	bisC	biotin sulfoxide reductase	0.0004998375	bisC — biotin sulfoxide reductase	search FASTA description + reference GFF	26.01946991847647
PROT:WP_000014031.1	WP_000014031.1	EW036_RS12275	pntB	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	0.0004998375	pntB — Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	search FASTA description + reference GFF	30.002109258912792
PROT:WP_000014594.1	WP_000014594.1	EW036_RS01160	cspE	transcription antiterminator/RNA stability regulator CspE	0.0004998375	cspE — transcription antiterminator/RNA stability regulator CspE	search FASTA description + reference GFF	31.589679727551054
PROT:WP_000015482.1	WP_000015482.1	EW036_RS06125	ygbA	nitrous oxide-stimulated promoter family protein	0.006186095	ygbA — nitrous oxide-stimulated promoter family protein	search FASTA description + reference GFF	23.820039506962804
PROT:WP_000016567.1	WP_000016567.1	EW036_RS21020	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	0.0004998375	murG — undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	search FASTA description + reference GFF	28.76443284161175
PROT:WP_000016907.1	WP_000016907.1	EW036_RS05525	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	0.0004998375	amiC — N-acetylmuramoyl-L-alanine amidase AmiC	search FASTA description + reference GFF	25.51610681337127
PROT:WP_000017111.1	WP_000017111.1	EW036_RS04915	ruvX	Holliday junction resolvase RuvX	0.0004998375	ruvX — Holliday junction resolvase RuvX	search FASTA description + reference GFF	26.221158181113218
PROT:WP_000017999.1	WP_000017999.1	EW036_RS03620	nfeR	DNA-binding transcriptional regulator NfeR	0.0004998375	nfeR — DNA-binding transcriptional regulator NfeR	search FASTA description + reference GFF	26.926251811721947
PROT:WP_000018588.1	WP_000018588.1	EW036_RS12825	pheS	phenylalanine--tRNA ligase subunit alpha	0.0004998375	pheS — phenylalanine--tRNA ligase subunit alpha	search FASTA description + reference GFF	32.004845718940935
PROT:WP_000018631.1	WP_000018631.1	EW036_RS11765	ydcY	DUF2526 family protein YdcY	0.0004998375	ydcY — DUF2526 family protein YdcY	search FASTA description + reference GFF	24.333527143358364
PROT:WP_000018703.1	WP_000018703.1	EW036_RS03555	rlmG	23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG	0.0004998375	rlmG — 23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG	search FASTA description + reference GFF	24.555906800010767
PROT:WP_000018758.1	WP_000018758.1	EW036_RS04015	yghA	NADP(+)-dependent aldehyde reductase	0.0004998375	yghA — NADP(+)-dependent aldehyde reductase	search FASTA description + reference GFF	31.63031774900665
PROT:WP_000019588.1	WP_000019588.1	EW036_RS13615	cmoA	carboxy-S-adenosyl-L-methionine synthase CmoA	0.0004998375	cmoA — carboxy-S-adenosyl-L-methionine synthase CmoA	search FASTA description + reference GFF	26.200513312111656
PROT:WP_000019827.1	WP_000019827.1	EW036_RS10495	narK	nitrate transporter NarK	0.0004998375	narK — nitrate transporter NarK	search FASTA description + reference GFF	29.52123547164541
PROT:WP_000020034.1	WP_000020034.1	EW036_RS01455	hutX	heme utilization cystosolic carrier protein HutX	0.0004998375	hutX — heme utilization cystosolic carrier protein HutX	search FASTA description + reference GFF	23.906049612284303
PROT:WP_000020737.1	WP_000020737.1	EW036_RS06805	era	GTPase Era	0.0004998375	era — GTPase Era	search FASTA description + reference GFF	29.23216944459789
PROT:WP_000020884.1	WP_000020884.1	EW036_RS09315	flgM	flagellar biosynthesis anti-sigma factor FlgM	0.0004998375	flgM — flagellar biosynthesis anti-sigma factor FlgM	search FASTA description + reference GFF	23.720580863581016
PROT:WP_000020941.1	WP_000020941.1	EW036_RS18220	gltJ	glutamate/aspartate ABC transporter permease GltJ	0.0053097047	gltJ — glutamate/aspartate ABC transporter permease GltJ	search FASTA description + reference GFF	23.49425012572336
PROT:WP_000021034.1	WP_000021034.1	EW036_RS07415	cysA	sulfate/thiosulfate ABC transporter ATP-binding protein CysA	0.0004998375	cysA — sulfate/thiosulfate ABC transporter ATP-binding protein CysA	search FASTA description + reference GFF	27.731037838210995
PROT:WP_000022287.1	WP_000022287.1	EW036_RS24780		DeoR/GlpR family DNA-binding transcription regulator	0.0004998375	EW036_RS24780 — DeoR/GlpR family DNA-binding transcription regulator	search FASTA description + reference GFF	24.970940013437264
PROT:WP_000022450.1	WP_000022450.1	EW036_RS02555	mscL	large-conductance mechanosensitive channel protein MscL	0.0004998375	mscL — large-conductance mechanosensitive channel protein MscL	search FASTA description + reference GFF	27.07708379141654
PROT:WP_000023081.1	WP_000023081.1	EW036_RS24250	coaA	type I pantothenate kinase	0.0004998375	coaA — type I pantothenate kinase	search FASTA description + reference GFF	26.37242980399492
PROT:WP_000024392.1	WP_000024392.1	EW036_RS00890	grxC	glutaredoxin 3	0.0004998375	grxC — glutaredoxin 3	search FASTA description + reference GFF	31.904226559583385
PROT:WP_000024724.1	WP_000024724.1	EW036_RS13485	yebE	tellurite resistance TerB family protein	0.0004998375	yebE — tellurite resistance TerB family protein	search FASTA description + reference GFF	30.146512738640556
PROT:WP_000024904.1	WP_000024904.1	EW036_RS01400	mdtF	multidrug efflux pump RND permease MdtF	0.0004998375	mdtF — multidrug efflux pump RND permease MdtF	search FASTA description + reference GFF	31.818241475998978
PROT:WP_000025458.1	WP_000025458.1	EW036_RS17815	sucD	succinate--CoA ligase subunit alpha	0.0004998375	sucD — succinate--CoA ligase subunit alpha	search FASTA description + reference GFF	33.70004708819741
PROT:WP_000026072.1	WP_000026072.1	EW036_RS25210	hemD	uroporphyrinogen-III synthase	0.0004998375	hemD — uroporphyrinogen-III synthase	search FASTA description + reference GFF	28.211434121220854
PROT:WP_000027205.1	WP_000027205.1	EW036_RS17125	artP	arginine ABC transporter ATP-binding protein ArtP	0.0004998375	artP — arginine ABC transporter ATP-binding protein ArtP	search FASTA description + reference GFF	29.408590428801944
PROT:WP_000027696.1	WP_000027696.1	EW036_RS24670	fdhE	formate dehydrogenase accessory protein FdhE	0.0004998375	fdhE — formate dehydrogenase accessory protein FdhE	search FASTA description + reference GFF	29.51615026357841
PROT:WP_000028878.1	WP_000028878.1	EW036_RS24195	rplL	50S ribosomal protein L7/L12	0.0004998375	rplL — 50S ribosomal protein L7/L12	search FASTA description + reference GFF	34.08408641827118
PROT:WP_000028953.1	WP_000028953.1	EW036_RS06970	iscA	iron-sulfur cluster assembly protein IscA	0.0004998375	iscA — iron-sulfur cluster assembly protein IscA	search FASTA description + reference GFF	28.755224084749152
PROT:WP_000029460.1	WP_000029460.1	EW036_RS12800	btuD	vitamin B12 ABC transporter ATP-binding protein BtuD	0.00050046144	btuD — vitamin B12 ABC transporter ATP-binding protein BtuD	search FASTA description + reference GFF	19.638461198635323
PROT:WP_000030016.1	WP_000030016.1	EW036_RS03010	kdsC	3-deoxy-manno-octulosonate-8-phosphatase KdsC	0.0004998375	kdsC — 3-deoxy-manno-octulosonate-8-phosphatase KdsC	search FASTA description + reference GFF	28.838143365742457
PROT:WP_000030537.1	WP_000030537.1	EW036_RS03005	lptC	LPS export ABC transporter periplasmic protein LptC	0.0004998375	lptC — LPS export ABC transporter periplasmic protein LptC	search FASTA description + reference GFF	25.641460222498512
PROT:WP_000030659.1	WP_000030659.1	EW036_RS17750	tolA	cell envelope integrity protein TolA	0.0004998375	tolA — cell envelope integrity protein TolA	search FASTA description + reference GFF	24.787296462372385
PROT:WP_000030748.1	WP_000030748.1	EW036_RS04305	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	0.0004998375	kdsB — 3-deoxy-manno-octulosonate cytidylyltransferase	search FASTA description + reference GFF	29.078354690363813
PROT:WP_000031013.1	WP_000031013.1	EW036_RS08510		helix-turn-helix domain-containing protein	0.0004998375	EW036_RS08510 — helix-turn-helix domain-containing protein	search FASTA description + reference GFF	26.22062878785486
PROT:WP_000031415.1	WP_000031415.1	EW036_RS03485	yqjD	DUF883 family protein	0.0004998375	yqjD — DUF883 family protein	search FASTA description + reference GFF	33.41928339032347
PROT:WP_000032955.1	WP_000032955.1	EW036_RS10500	narG	nitrate reductase subunit alpha	0.0004998375	narG — nitrate reductase subunit alpha	search FASTA description + reference GFF	34.84228374001883
PROT:WP_000034372.1	WP_000034372.1	EW036_RS05070	fbaA	class II fructose-bisphosphate aldolase	0.0004998375	fbaA — class II fructose-bisphosphate aldolase	search FASTA description + reference GFF	35.29163372032946
PROT:WP_000034402.1	WP_000034402.1	EW036_RS07450	cysK	cysteine synthase A	0.0004998375	cysK — cysteine synthase A	search FASTA description + reference GFF	34.55829145043214
PROT:WP_000034825.1	WP_000034825.1	EW036_RS18360	cspE	transcription antiterminator/RNA stability regulator CspE	0.0004998375	cspE — transcription antiterminator/RNA stability regulator CspE	search FASTA description + reference GFF	33.27934760866519
PROT:WP_000035602.1	WP_000035602.1	EW036_RS21195	polB	DNA polymerase II	0.0004998375	polB — DNA polymerase II	search FASTA description + reference GFF	23.8517395244858
PROT:WP_000036723.1	WP_000036723.1	EW036_RS05885	eno	phosphopyruvate hydratase	0.0004998375	eno — phosphopyruvate hydratase	search FASTA description + reference GFF	36.30924245501382
PROT:WP_000039862.1	WP_000039862.1	EW036_RS05995	cysH	phosphoadenosine phosphosulfate reductase	0.0004998375	cysH — phosphoadenosine phosphosulfate reductase	search FASTA description + reference GFF	28.768265100448605
PROT:WP_000040156.1	WP_000040156.1	EW036_RS06665	yfiH	purine nucleoside phosphorylase YfiH	0.0004998375	yfiH — purine nucleoside phosphorylase YfiH	search FASTA description + reference GFF	26.560133574671184
PROT:WP_000041976.1	WP_000041976.1	EW036_RS23115	rsgA	small ribosomal subunit biogenesis GTPase RsgA	0.0004998375	rsgA — small ribosomal subunit biogenesis GTPase RsgA	search FASTA description + reference GFF	29.23748491316385
PROT:WP_000042440.1	WP_000042440.1	EW036_RS07990	yfcF	glutathione transferase	0.0004998375	yfcF — glutathione transferase	search FASTA description + reference GFF	29.293931760357054
PROT:WP_000042533.1	WP_000042533.1	EW036_RS17550	uvrB	excinuclease ABC subunit UvrB	0.0004998375	uvrB — excinuclease ABC subunit UvrB	search FASTA description + reference GFF	30.838082877607484
PROT:WP_000042632.1	WP_000042632.1	EW036_RS18340	lipA	lipoyl synthase	0.0004998375	lipA — lipoyl synthase	search FASTA description + reference GFF	29.87150595702817
PROT:WP_000042886.1	WP_000042886.1	EW036_RS01690	yhhM	DUF2500 domain-containing protein	0.0008991953	yhhM — DUF2500 domain-containing protein	search FASTA description + reference GFF	23.48503927903331
PROT:WP_000043335.1	WP_000043335.1	EW036_RS06595	rimM	ribosome maturation factor RimM	0.0004998375	rimM — ribosome maturation factor RimM	search FASTA description + reference GFF	28.539347457600357
PROT:WP_000043486.1	WP_000043486.1	EW036_RS15380	gndA	NADP-dependent phosphogluconate dehydrogenase	0.0004998375	gndA — NADP-dependent phosphogluconate dehydrogenase	search FASTA description + reference GFF	33.79151641311301
PROT:WP_000044405.1	WP_000044405.1	EW036_RS05750	gcvA	glycine cleavage system transcriptional regulator GcvA	0.0004998375	gcvA — glycine cleavage system transcriptional regulator GcvA	search FASTA description + reference GFF	26.05600688850988
PROT:WP_000044679.1	WP_000044679.1	EW036_RS09435	fabF	beta-ketoacyl-ACP synthase II	0.0004998375	fabF — beta-ketoacyl-ACP synthase II	search FASTA description + reference GFF	32.622340573538175
PROT:WP_000045178.1	WP_000045178.1	EW036_RS25005	udp	uridine phosphorylase	0.0004998375	udp — uridine phosphorylase	search FASTA description + reference GFF	33.28608720889119
PROT:WP_000045296.1	WP_000045296.1	EW036_RS20645	hemL	glutamate-1-semialdehyde 2,1-aminomutase	0.0004998375	hemL — glutamate-1-semialdehyde 2,1-aminomutase	search FASTA description + reference GFF	31.795849457082383
PROT:WP_000045736.1	WP_000045736.1	EW036_RS02040	nudE	ADP compounds hydrolase NudE	0.0004998375	nudE — ADP compounds hydrolase NudE	search FASTA description + reference GFF	26.49038656269746
PROT:WP_000046307.1	WP_000046307.1	EW036_RS03710	ygiF	inorganic triphosphatase	0.0004998375	ygiF — inorganic triphosphatase	search FASTA description + reference GFF	29.332363039714085
PROT:WP_000046637.1	WP_000046637.1	EW036_RS19350	secF	protein translocase subunit SecF	0.0004998375	secF — protein translocase subunit SecF	search FASTA description + reference GFF	27.03643980226351
PROT:WP_000046754.1	WP_000046754.1	EW036_RS21560	ettA	energy-dependent translational throttle protein EttA	0.0004998375	ettA — energy-dependent translational throttle protein EttA	search FASTA description + reference GFF	33.03226819640603
PROT:WP_000046817.1	WP_000046817.1	EW036_RS05865	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	0.0004998375	rlmD — 23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	search FASTA description + reference GFF	27.344073239834422
PROT:WP_000047157.1	WP_000047157.1	EW036_RS06320	alaS	alanine--tRNA ligase	0.0004998375	alaS — alanine--tRNA ligase	search FASTA description + reference GFF	33.90017832389437
PROT:WP_000047436.1	WP_000047436.1	EW036_RS11730	ydcS	putative ABC transporter substrate-binding protein YdcS	0.0004998375	ydcS — putative ABC transporter substrate-binding protein YdcS	search FASTA description + reference GFF	29.095359280778062
PROT:WP_000047499.1	WP_000047499.1	EW036_RS25340	rhlB	ATP-dependent RNA helicase RhlB	0.0004998375	rhlB — ATP-dependent RNA helicase RhlB	search FASTA description + reference GFF	31.590981552363555
PROT:WP_000047539.1	WP_000047539.1	EW036_RS22660	ridA	2-iminobutanoate/2-iminopropanoate deaminase	0.0004998375	ridA — 2-iminobutanoate/2-iminopropanoate deaminase	search FASTA description + reference GFF	33.387427029062835
PROT:WP_000048236.1	WP_000048236.1	EW036_RS08865	yccX	acylphosphatase	0.0004998375	yccX — acylphosphatase	search FASTA description + reference GFF	30.320398380969085
PROT:WP_000048688.1	WP_000048688.1	EW036_RS11630	gap	type I glyceraldehyde-3-phosphate dehydrogenase	0.0004998375	gap — type I glyceraldehyde-3-phosphate dehydrogenase	search FASTA description + reference GFF	31.84956347266857
PROT:WP_000048964.1	WP_000048964.1	EW036_RS11610	azoR	FMN-dependent NADH-azoreductase	0.0004998375	azoR — FMN-dependent NADH-azoreductase	search FASTA description + reference GFF	26.107334643589923
PROT:WP_000049213.1	WP_000049213.1	EW036_RS02175	nirB	NADPH-nitrite reductase large subunit	0.0004998375	nirB — NADPH-nitrite reductase large subunit	search FASTA description + reference GFF	31.16520395171461
PROT:WP_000049367.1	WP_000049367.1	EW036_RS17270	rimO	30S ribosomal protein S12 methylthiotransferase RimO	0.0004998375	rimO — 30S ribosomal protein S12 methylthiotransferase RimO	search FASTA description + reference GFF	29.141484571943664
PROT:WP_000050112.1	WP_000050112.1	EW036_RS00750	coaBC	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	0.0004998375	coaBC — bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	search FASTA description + reference GFF	29.65998745236542
PROT:WP_000050789.1	WP_000050789.1	EW036_RS16155	yejK	nucleoid-associated protein YejK	0.0004998375	yejK — nucleoid-associated protein YejK	search FASTA description + reference GFF	30.598140029316816
PROT:WP_000051565.1	WP_000051565.1	EW036_RS10165	ldcA	muramoyltetrapeptide carboxypeptidase	0.0004998375	ldcA — muramoyltetrapeptide carboxypeptidase	search FASTA description + reference GFF	27.74295289494618
PROT:WP_000052796.1	WP_000052796.1	EW036_RS18440	ahpC	alkyl hydroperoxide reductase subunit C	0.0004998375	ahpC — alkyl hydroperoxide reductase subunit C	search FASTA description + reference GFF	34.526567473106496
PROT:WP_000053085.1	WP_000053085.1	EW036_RS08770	uup	ABC transporter ATP-binding protein	0.0004998375	uup — ABC transporter ATP-binding protein	search FASTA description + reference GFF	27.75427072542465
PROT:WP_000053415.1	WP_000053415.1	EW036_RS17660	galK	galactokinase	0.0004998375	galK — galactokinase	search FASTA description + reference GFF	29.772640089873093
PROT:WP_000054239.1	WP_000054239.1	EW036_RS02920	nanE	N-acetylmannosamine-6-phosphate 2-epimerase	0.0004998375	nanE — N-acetylmannosamine-6-phosphate 2-epimerase	search FASTA description + reference GFF	28.468386406824678
PROT:WP_000055075.1	WP_000055075.1	EW036_RS22745	ppa	inorganic diphosphatase	0.0004998375	ppa — inorganic diphosphatase	search FASTA description + reference GFF	34.17596505791598
PROT:WP_000055741.1	WP_000055741.1	EW036_RS20495	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha	0.0004998375	accA — acetyl-CoA carboxylase carboxyl transferase subunit alpha	search FASTA description + reference GFF	32.767151836103345
PROT:WP_000055910.1	WP_000055910.1	EW036_RS02820	tldD	metalloprotease TldD	0.0004998375	tldD — metalloprotease TldD	search FASTA description + reference GFF	31.38816110421632
PROT:WP_000056749.1	WP_000056749.1	EW036_RS22935	ulaD	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	0.0004998375	ulaD — 3-keto-L-gulonate-6-phosphate decarboxylase UlaD	search FASTA description + reference GFF	26.107623712546523
PROT:WP_000057107.1	WP_000057107.1	EW036_RS20610	dgt	dGTPase	0.0005019837	dgt — dGTPase	search FASTA description + reference GFF	23.669859738241453
PROT:WP_000057158.1	WP_000057158.1	EW036_RS16655	serC	3-phosphoserine/phosphohydroxythreonine transaminase	0.0004998375	serC — 3-phosphoserine/phosphohydroxythreonine transaminase	search FASTA description + reference GFF	32.1191714580349
PROT:WP_000058884.1	WP_000058884.1	EW036_RS21795		type I restriction endonuclease subunit R	0.0004998375	EW036_RS21795 — type I restriction endonuclease subunit R	search FASTA description + reference GFF	26.889986525595194
PROT:WP_000059395.1	WP_000059395.1	EW036_RS03925	ftsP	cell division protein FtsP	0.0004998375	ftsP — cell division protein FtsP	search FASTA description + reference GFF	27.30871444346248
PROT:WP_000059466.1	WP_000059466.1	EW036_RS03175	rpsO	30S ribosomal protein S15	0.0004998375	rpsO — 30S ribosomal protein S15	search FASTA description + reference GFF	32.94456820585252
PROT:WP_000060945.1	WP_000060945.1	EW036_RS22765	tamB	autotransporter assembly complex protein TamB	0.0004998375	tamB — autotransporter assembly complex protein TamB	search FASTA description + reference GFF	29.15919123610998
PROT:WP_000061974.1	WP_000061974.1	EW036_RS12465	mliC	C-type lysozyme inhibitor	0.0004998375	mliC — C-type lysozyme inhibitor	search FASTA description + reference GFF	20.320606382612976
PROT:WP_000062311.1	WP_000062311.1	EW036_RS20475	rof	Rho-binding antiterminator	0.0004998375	rof — Rho-binding antiterminator	search FASTA description + reference GFF	30.375583912366054
PROT:WP_000062611.1	WP_000062611.1	EW036_RS02475	rpsH	30S ribosomal protein S8	0.0004998375	rpsH — 30S ribosomal protein S8	search FASTA description + reference GFF	32.197835111929095
PROT:WP_000062996.1	WP_000062996.1	EW036_RS08055	nuoA	NADH-quinone oxidoreductase subunit NuoA	0.0004998375	nuoA — NADH-quinone oxidoreductase subunit NuoA	search FASTA description + reference GFF	28.21192605212475
PROT:WP_000063125.1	WP_000063125.1	EW036_RS25605	pstB	phosphate ABC transporter ATP-binding protein PstB	0.0004998375	pstB — phosphate ABC transporter ATP-binding protein PstB	search FASTA description + reference GFF	29.547775380702408
PROT:WP_000065253.1	WP_000065253.1	EW036_RS06605	rplS	50S ribosomal protein L19	0.0004998375	rplS — 50S ribosomal protein L19	search FASTA description + reference GFF	33.61457788359533
PROT:WP_000065430.1	WP_000065430.1	EW036_RS03875	mdaB	NADPH:quinone oxidoreductase MdaB	0.0004998375	mdaB — NADPH:quinone oxidoreductase MdaB	search FASTA description + reference GFF	21.553136253284787
PROT:WP_000065754.1	WP_000065754.1	EW036_RS01500	arsC	glutaredoxin-dependent arsenate reductase	0.0004998375	arsC — glutaredoxin-dependent arsenate reductase	search FASTA description + reference GFF	28.208718644008773
PROT:WP_000066490.1	WP_000066490.1	EW036_RS08940	cspG	cold shock protein CspG	0.0004998375	cspG — cold shock protein CspG	search FASTA description + reference GFF	27.58261354849284
PROT:WP_000066622.1	WP_000066622.1	EW036_RS12325	fumB	class I fumarate hydratase	0.0004998375	fumB — class I fumarate hydratase	search FASTA description + reference GFF	30.553756271099854
PROT:WP_000066701.1	WP_000066701.1	EW036_RS23365	fumB	class I fumarate hydratase	0.0004998375	fumB — class I fumarate hydratase	search FASTA description + reference GFF	30.94917646423893
PROT:WP_000067797.1	WP_000067797.1	EW036_RS16985	rarA	replication-associated recombination protein RarA	0.0004998375	rarA — replication-associated recombination protein RarA	search FASTA description + reference GFF	28.31435981592783
PROT:WP_000068069.1	WP_000068069.1	EW036_RS10590	tdk	thymidine kinase	0.0004998375	tdk — thymidine kinase	search FASTA description + reference GFF	24.62799896299652
PROT:WP_000068458.1	WP_000068458.1	EW036_RS07980	folX	dihydroneopterin triphosphate 2'-epimerase	0.0004998375	folX — dihydroneopterin triphosphate 2'-epimerase	search FASTA description + reference GFF	27.51768574507641
PROT:WP_000068677.1	WP_000068677.1	EW036_RS21550	trpR	trp operon repressor	0.0004998375	trpR — trp operon repressor	search FASTA description + reference GFF	28.393382809666942
PROT:WP_000068706.1	WP_000068706.1	EW036_RS05170	gcvT	glycine cleavage system aminomethyltransferase GcvT	0.0004998375	gcvT — glycine cleavage system aminomethyltransferase GcvT	search FASTA description + reference GFF	32.25790470299856
PROT:WP_000068834.1	WP_000068834.1	EW036_RS24475	ftsN	cell division protein FtsN	0.0004998375	ftsN — cell division protein FtsN	search FASTA description + reference GFF	26.690845762708744
PROT:WP_000068941.1	WP_000068941.1	EW036_RS23245	dsbD	protein-disulfide reductase DsbD	0.0004998375	dsbD — protein-disulfide reductase DsbD	search FASTA description + reference GFF	24.54377609086268
PROT:WP_000069403.1	WP_000069403.1	EW036_RS12765	ppsA	phosphoenolpyruvate synthase	0.0004998375	ppsA — phosphoenolpyruvate synthase	search FASTA description + reference GFF	34.428699420675464
PROT:WP_000069437.1	WP_000069437.1	EW036_RS23230	aspA	aspartate ammonia-lyase	0.0004998375	aspA — aspartate ammonia-lyase	search FASTA description + reference GFF	35.48355626564599
